Packet,Number,Value,Answerline,Source,Answerline_Type,Source_Type,Source_Year,Creator,Author,Difficulty,Continent,Location,Language,Art/Pop,Genre,Decade,Notes
8,2,20,The Holy Mountain [or La montaña sagrada],,Film,,,,AP,4,South America,Chile,Spanish,Art,Experimental,1970s,
8,2,15,,,,,,,,,,,,,,,
8,2,15,,,,,,,,,,,,,,,
8,2,15,,,,,,,,,,,,,,,
8,2,10,,,,,,,,,,,,,,,
8,2,10,,,,,,,,,,,,,,,
8,2,10,,,,,,,,,,,,,,,
8,2,10,,,,,,,,,,,,,,,
8,3,20,Alain Delon [or Alain Fabien Maurice Marcel Delon],Un Flic,Crew,,,,AP,3.5,Europe,France,Mixed,Art,Drama,Mixed,
8,3,15,,Le Samouraï,,,,,,,,,,,,,
8,3,15,,Purple Noon,,,,,,,,,,,,,
8,3,15,,La Piscine,,,,,,,,,,,,,
8,3,10,,Le Samouraï,,,,,,,,,,,,,
8,3,10,,Le Samouraï,,,,,,,,,,,,,
8,3,10,,Le Samouraï,,,,,,,,,,,,,
8,3,10,,Le Samouraï,,,,,,,,,,,,,
8,4,20,Eve's Bayou,,Film,,,,AP,4.5,North America,USA,English,Art,Drama,1990s,
8,4,20,,,,,,,,,,,,,,,
8,4,20,,,,,,,,,,,,,,,
8,4,15,,,,,,,,,,,,,,,
8,4,15,,,,,,,,,,,,,,,
8,4,10,,,,,,,,,,,,,,,
8,4,10,,,,,,,,,,,,,,,
8,4,10,,,,,,,,,,,,,,,
8,5,20,Arabic [or ʿarabī; or al-ʿarabiyyah; accept specific forms of Arabic like Lebanese Arabic or Egyptian Arabic],The Insult,Misc,,2017,,AP,4.5,Asia,Mixed,Arabic,Pop,Drama,Mixed,
8,5,15,,Capernaum,,,,,,,,,,,,,
8,5,15,,Caramel,,,2007,,,,,,,,,,
8,5,15,,The Present,,,,Farah Nabulsi,,,,,,,,,
8,5,10,,Paradise Now,,,,,,,,,,,,,
8,5,10,,Capernaum,,,,,,,,,,,,,
8,5,10,,Cairo Station,,,,,,,,,,,,,
8,5,10,,Wadjda,,,,,,,,,,,,,
8,6,20,Berlin,Run Lola Run,Misc,,,,AP,3,Europe,Germany,German,Art,Mixed,Mixed,
8,6,15,,Christiane F.,,,,,,,,,,,,,
8,6,15,,Christiane F.,,,,,,,,,,,,,
8,6,15,,Run Lola Run,,,,,,,,,,,,,
8,6,10,,Run Lola Run,,,,,,,,,,,,,
8,6,10,,Goodbye Lenin,,,,,,,,,,,,,
8,6,10,,The Lives of Others,,,,,,,,,,,,,
8,6,10,,The Lives of Others,,,,,,,,,,,,,
8,7,20,Philip Marlowe [or Philip Marlowe],Marlowe,Character,,1969,,AP,2,North America,USA,English,Mixed,Drama,Mixed,
8,7,15,,The Long Goodbye,,,,,,,,,,,,,
8,7,15,,The Big Sleep,,,,,,,,,,,,,
8,7,15,,The Long Goodbye,,,,,,,,,,,,,
8,7,10,,The Long Goodbye,,,,,,,,,,,,,
8,7,10,,The Big Sleep,,,,,,,,,,,,,
8,7,10,,The Long Goodbye,,,,,,,,,,,,,
8,7,10,,The Big Sleep,,,,,,,,,,,,,
8,8,20,Sidney Lumet [or Sidney Arthur Lumet],Serpico,Director,,,,AP,2.5,North America,USA,English,Art,Drama,1970s,
8,8,15,,Serpico,,,,,,,,,,,,,
8,8,15,,Dog Day Afternoon,,,,,,,,,,,,,
8,8,15,,Serpico,,,,,,,,,,,,,
8,8,10,,Dog Day Afternoon,,,,,,,,,,,,,
8,8,10,,Dog Day Afternoon,,,,,,,,,,,,,
8,8,10,,Dog Day Afternoon,,,,,,,,,,,,,
8,8,10,,Dog Day Afternoon,,,,,,,,,,,,,
8,9,20,Rebecca,,Film,,,,AP,3,Europe,England,English,Art,Drama,1940s,
8,9,15,,,,,,,,,,,,,,,
8,9,15,,,,,,,,,,,,,,,
8,9,15,,,,,,,,,,,,,,,
8,9,10,,,,,,,,,,,,,,,
8,9,10,,,,,,,,,,,,,,,
8,9,10,,,,,,,,,,,,,,,
8,9,10,,,,,,,,,,,,,,,
8,10,20,Taipei [or Taipei City; Tai-pak; or Taipeh; or Taihoku; accept Taipei Story],A Sun,Location,,2019,,AP,4.5,Asia,Taiwan,Mandarin,Art,Drama,1990s,
8,10,15,,Taipei Story,,,,,,,,,,,,,
8,10,15,,Terrorizers,,,,,,,,,,,,,
8,10,15,,A Brighter Summer Day,,,,,,,,,,,,,
8,10,10,,Yi Yi,,,,,,,,,,,,,
8,10,10,,Yi Yi,,,,,,,,,,,,,
8,10,10,,Yi Yi,,,,,,,,,,,,,
8,10,10,,A Brighter Summer Day,,,,,,,,,,,,,
9,1,20,Malcolm X,,Film,,,,AP,2.5,North America,USA,English,Art,Drama,1990s,
9,1,15,,,,,,,,,,,,,,,
9,1,15,,,,,,,,,,,,,,,
9,1,15,,,,,,,,,,,,,,,
9,1,10,,,,,,,,,,,,,,,
9,1,10,,,,,,,,,,,,,,,
9,1,10,,,,,,,,,,,,,,,
9,1,10,,,,,,,,,,,,,,,
9,2,20,"Conrad Hall [or Conrad Lafcadio Hall; or Conrad L. Hall, Sr.]",In Cold Blood,Crew,,,,AP,5,North America,USA,English,Art,Drama,Mixed,
9,2,20,,Cool Hand Luke,,,,,,,,,,,,,
9,2,15,,In Cold Blood,,,,,,,,,,,,,
9,2,15,,Cool Hand Luke,,,,,,,,,,,,,
9,2,15,,Road to Perdition,,,,,,,,,,,,,
9,2,15,,Road to Perdition,,,,,,,,,,,,,
9,2,10,,American Beauty,,,,,,,,,,,,,
9,2,10,,American Beauty,,,,,,,,,,,,,
9,3,20,La Strada [or The Street; accept The Road],,Film,,,,AP,3.5,Europe,Italy,Italian,Art,Drama,1960s,
9,3,15,,,,,,,,,,,,,,,
9,3,15,,,,,,,,,,,,,,,
9,3,15,,,,,,,,,,,,,,,
9,3,15,,,,,,,,,,,,,,,
9,3,10,,,,,,,,,,,,,,,
9,3,10,,,,,,,,,,,,,,,
9,3,10,,,,,,,,,,,,,,,
9,4,20,Leviathan [or Leviafan],,Film,,2014,Andrey Zvyagintsev,AP,5,Europe,Russia,Russian,Art,Drama,2010s,
9,4,15,,,,,,,,,,,,,,,
9,4,15,,,,,,,,,,,,,,,
9,4,15,,,,,,,,,,,,,,,
9,4,15,,,,,,,,,,,,,,,
9,4,10,,,,,,,,,,,,,,,
9,4,10,,,,,,,,,,,,,,,
9,4,10,,,,,,,,,,,,,,,
9,5,20,The Elephant Man,,Film,,,,AP,3,North America,USA,English,Art,Drama,1980s,
9,5,15,,,,,,,,,,,,,,,
9,5,15,,,,,,,,,,,,,,,
9,5,15,,,,,,,,,,,,,,,
9,5,10,,,,,,,,,,,,,,,
9,5,10,,,,,,,,,,,,,,,
9,5,10,,,,,,,,,,,,,,,
9,5,10,,,,,,,,,,,,,,,
9,6,20,"Beau Travail (""boh trah-VYE"") [or Good Work]",,Film,,,,AP,4,Europe,Mixed,Mixed,Art,Mixed,Mixed,
9,6,15,,,,,,,,,,,,,,,
9,6,15,,,,,,,,,,,,,,,
9,6,15,,,,,,,,,,,,,,,
9,6,10,,,,,,,,,,,,,,,
9,6,10,,,,,,,,,,,,,,,
9,6,10,,,,,,,,,,,,,,,
9,6,10,,,,,,,,,,,,,,,
9,7,20,Thailand [or Kingdom of Thailand; or Ratcha-anachak Thai],Tropical Malady,Location,,,,AP,3.5,Asia,Thailand,Thai,Art,Mixed,2000s,
9,7,15,,Tropical Malady,,,,,,,,,,,,,
9,7,15,,Uncle Boonmee Who Can Recall His Past Lives,,,,,,,,,,,,,
9,7,15,,Uncle Boonmee Who Can Recall His Past Lives,,,,,,,,,,,,,
9,7,10,,Tropical Malady,,,,,,,,,,,,,
9,7,10,,Uncle Boonmee Who Can Recall His Past Lives,,,,,,,,,,,,,
9,7,10,,Tropical Malady,,,,,,,,,,,,,
9,7,10,,Uncle Boonmee Who Can Recall His Past Lives,,,,,,,,,,,,,
9,8,20,"I [or I, Daniel Blake; or I, Tonya]","I, Daniel Blake",Misc,,,,AP,2,Mixed,Mixed,English,Mixed,Drama,2010s,
9,8,15,,"I, Daniel Blake",,,,,,,,,,,,,
9,8,15,,"I, Daniel Blake",,,,,,,,,,,,,
9,8,15,,"I, Tonya",,,,,,,,,,,,,
9,8,10,,"I, Tonya",,,,,,,,,,,,,
9,8,10,,"I, Daniel Blake",,,,,,,,,,,,,
9,8,10,,"I, Tonya",,,,,,,,,,,,,
9,8,10,,"I, Tonya",,,,,,,,,,,,,
9,9,20,"A Separation [or Jodâyi-e Nâder az Simin; or Nader and Simin, A Separation]",,Film,,2011,,AP,3.5,Asia,Iran,Farsi,Art,Drama,2000s,
9,9,15,,,,,,,,,,,,,,,
9,9,15,,,,,,,,,,,,,,,
9,9,15,,,,,,,,,,,,,,,
9,9,10,,,,,,,,,,,,,,,
9,9,10,,,,,,,,,,,,,,,
9,9,10,,,,,,,,,,,,,,,
9,9,10,,,,,,,,,,,,,,,
9,10,20,Titane,,Film,,,,AP,4,Europe,France,French,Art,Horror,2010s,
9,10,15,,,,,,,,,,,,,,,
9,10,15,,,,,,,,,,,,,,,
9,10,15,,,,,,,,,,,,,,,
9,10,10,,,,,,,,,,,,,,,
9,10,10,,,,,,,,,,,,,,,
9,10,10,,,,,,,,,,,,,,,
9,10,10,,,,,,,,,,,,,,,
10,1,20,Spirit of the Beehive [or El espíritu de la colmena],,Film,,,,AP,4.5,Europe,Spain,Spanish,Art,Drama,1970s,
10,1,15,,,,,,,,,,,,,,,
10,1,15,,,,,,,,,,,,,,,
10,1,15,,,,,,,,,,,,,,,
10,1,10,,,,,,,,,,,,,,,
10,1,10,,,,,,,,,,,,,,,
10,1,10,,,,,,,,,,,,,,,
10,1,10,,,,,,,,,,,,,,,
10,2,20,On the Waterfront,,Film,,,,AP,3,North America,USA,English,Art,Drama,1950s,
10,2,15,,,,,,,,,,,,,,,
10,2,15,,,,,,,,,,,,,,,
10,2,15,,,,,,,,,,,,,,,
10,2,10,,,,,,,,,,,,,,,
10,2,10,,,,,,,,,,,,,,,
10,2,10,,,,,,,,,,,,,,,
10,2,10,,,,,,,,,,,,,,,
10,3,20,Chimes at Midnight [or Campanadas a medianoche; accept Falstaff],,Film,,,,AP,4,Europe,Spain,English,Art,Drama,1960s,
10,3,15,,,,,,,,,,,,,,,
10,3,15,,,,,,,,,,,,,,,
10,3,15,,,,,,,,,,,,,,,
10,3,10,,,,,,,,,,,,,,,
10,3,10,,,,,,,,,,,,,,,
10,3,10,,,,,,,,,,,,,,,
10,3,10,,,,,,,,,,,,,,,
10,4,20,Black Girl [or La noir de...],,Film,,,,AP,4.5,Africa,Senegal,French,Art,Drama,1960s,
10,4,15,,,,,,,,,,,,,,,
10,4,15,,,,,,,,,,,,,,,
10,4,15,,,,,,,,,,,,,,,
10,4,15,,,,,,,,,,,,,,,
10,4,10,,,,,,,,,,,,,,,
10,4,10,,,,,,,,,,,,,,,
10,4,10,,,,,,,,,,,,,,,
10,5,20,Xavier Dolan [or Xavier Dolan-Tadros],Heartbeats,Director,,,,AP,4,North America,Canada,French,Art,Drama,2000s,
10,5,15,,I Killed My Mother,,,,,,,,,,,,,
10,5,15,,Laurence Anyways,,,,,,,,,,,,,
10,5,15,,"""Hello""",,Music Video,,,,,,,,,,,
10,5,10,,Mommy,,,,,,,,,,,,,
10,5,10,,"""Hello""",,Music Video,,,,,,,,,,,
10,5,10,,Mommy,,,,,,,,,,,,,
10,5,10,,I Killed My Mother,,,,,,,,,,,,,
10,6,20,City Lights,,Film,,,,AP,3,North America,USA,Silent,Art,Comedy,1920s,
10,6,15,,,,,,,,,,,,,,,
10,6,15,,,,,,,,,,,,,,,
10,6,15,,,,,,,,,,,,,,,
10,6,10,,,,,,,,,,,,,,,
10,6,10,,,,,,,,,,,,,,,
10,6,10,,,,,,,,,,,,,,,
10,6,10,,,,,,,,,,,,,,,
10,7,20,white [or weisse; or blanc; or biały; or The White Ribbon; or Das Weisse Band; or Three Colours: White; or Trois couleurs: Blanc; or Trzy kolory: Biały],The White Ribbon,Misc,,,,AP,3,Europe,Mixed,Mixed,Art,Drama,Mixed,
10,7,15,,The White Ribbon,,,,,,,,,,,,,
10,7,15,,Three Colours: White,,,,,,,,,,,,,
10,7,15,,The White Ribbon,,,,,,,,,,,,,
10,7,15,,Three Colours: White,,,,,,,,,,,,,
10,7,10,,The White Ribbon,,,,,,,,,,,,,
10,7,10,,Three Colours: White,,,,,,,,,,,,,
10,7,10,,Three Colours: White,,,,,,,,,,,,,
10,8,20,In a Lonely Place,,Film,,,,AP,4,North America,USA,English,Art,Drama,1940s,
10,8,15,,,,,,,,,,,,,,,
10,8,15,,,,,,,,,,,,,,,
10,8,15,,,,,,,,,,,,,,,
10,8,10,,,,,,,,,,,,,,,
10,8,10,,,,,,,,,,,,,,,
10,8,10,,,,,,,,,,,,,,,
10,8,10,,,,,,,,,,,,,,,
10,9,20,Vittorio De Sica,Umberto D.,Director,,,,AP,3,Europe,Italy,Italian,Art,Drama,1950s,
10,9,15,,Umberto D.,,,,,,,,,,,,,
10,9,15,,Umberto D.,,,,,,,,,,,,,
10,9,15,,Bicycle Thieves,,,,,,,,,,,,,
10,9,10,,Umberto D.,,,,,,,,,,,,,
10,9,10,,Bicycle Thieves,,,,,,,,,,,,,
10,9,10,,Bicycle Thieves,,,,,,,,,,,,,
10,9,10,,Bicycle Thieves,,,,,,,,,,,,,
10,10,20,To Kill a Mockingbird,,Film,,,,AP,2,North America,USA,English,Pop,Drama,1960s,
10,10,15,,,,,,,,,,,,,,,
10,10,15,,,,,,,,,,,,,,,
10,10,15,,,,,,,,,,,,,,,
10,10,10,,,,,,,,,,,,,,,
10,10,10,,,,,,,,,,,,,,,
10,10,10,,,,,,,,,,,,,,,
10,10,10,,,,,,,,,,,,,,,
TB,1,20,The Treasure of the Sierra Madre,,Film,,,,AP,3,North America,USA,English,Art,Western,1940s,
TB,1,15,,,,,,,,,,,,,,,
TB,1,15,,,,,,,,,,,,,,,
TB,1,15,,,,,,,,,,,,,,,
TB,1,10,,,,,,,,,,,,,,,
TB,1,10,,,,,,,,,,,,,,,
TB,1,10,,,,,,,,,,,,,,,
TB,1,10,,,,,,,,,,,,,,,
TB,2,20,Mississippi [or Mississippi Masala; or Mississippi Burning],Mississippi Masala,Location,,,,AP,2,North America,USA,English,Pop,Mixed,1990s,
TB,2,15,,Mississippi Burning,,,,,,,,,,,,,
TB,2,15,,Mississippi Masala,,,,,,,,,,,,,
TB,2,15,,Mississippi Burning,,,,,,,,,,,,,
TB,2,10,,Mississippi Masala,,,,,,,,,,,,,
TB,2,10,,Mississippi Masala,,,,,,,,,,,,,
TB,2,10,,Mississippi Burning,,,,,,,,,,,,,
TB,2,10,,Mississippi Burning,,,,,,,,,,,,,
TB,3,20,magnificent [or The Magnificent Ambersons; or The Magnificent Seven],The Magnificent Ambersons,Misc,,,,AP,3,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,
TB,3,15,,The Magnificent Ambersons,,,,,,,,,,,,,
TB,3,15,,The Magnificent Ambersons,,,,,,,,,,,,,
TB,3,15,,The Magnificent Ambersons,,,,,,,,,,,,,
TB,3,10,,The Magnificent Ambersons,,,,,,,,,,,,,
TB,3,10,,The Magnificent Seven,,,,,,,,,,,,,
TB,3,10,,The Magnificent Ambersons,,,,,,,,,,,,,
TB,3,10,,The Magnificent Seven,,,,,,,,,,,,,
TB,4,20,Ophüls [or Max Ophüls; or Marcel Ophüls; accept Maximillian Oppenheimer],The Sorrow and the Pity,Surname,,,,AP,4.5,Europe,France,French,Art,Mixed,Mixed,
TB,4,15,,Letter From an Unknown Woman,,,,,,,,,,,,,
TB,4,15,,La Ronde,,,,,,,,,,,,,
TB,4,15,,Letter From an Unknown Woman,,,,,,,,,,,,,
TB,4,10,,Lola Montes,,,,,,,,,,,,,
TB,4,10,,The Earrings of Madame De...,,,,,,,,,,,,,
TB,4,10,,Le Plaisir,,,,,,,,,,,,,
TB,4,10,,The Earrings of Madame De...,,,,,,,,,,,,,
TB,5,20,The Beatles,A Hard Day's Night,Misc,,,,AP,2.5,Mixed,Mixed,English,Mixed,Mixed,1960s,
TB,5,15,,Wavelength,,,,,,,,,,,,,
TB,5,15,,A Hard Day's Night,,,,,,,,,,,,,
TB,5,15,,A Hard Day's Night,,,,,,,,,,,,,
TB,5,10,,A Hard Day's Night,,,,,,,,,,,,,
TB,5,10,,A Hard Day's Night,,,,,,,,,,,,,
TB,5,10,,A Hard Day's Night,,,,,,,,,,,,,
TB,5,10,,A Hard Day's Night,,,,,,,,,,,,,
TB,6,20,Tom Hardy [or Edward Thomas Hardy],Inception,Crew,,,,AP,1.5,Mixed,Mixed,English,Pop,Mixed,Mixed,
TB,6,15,,Inception,,,,,,,,,,,,,
TB,6,15,,Locke,,,,,,,,,,,,,
TB,6,15,,Warrior,,,,,,,,,,,,,
TB,6,10,,Bronson,,,,,,,,,,,,,
TB,6,10,,Bronson,,,,,,,,,,,,,
TB,6,10,,Dunkirk,,,,,,,,,,,,,
TB,6,10,,The Dark Knight Rises,,,,,,,,,,,,,
TB,7,20,BBC [or British Broadcasting Corporation],The World at War,Misc,Television,,David Elstein,AP,1.5,Europe,England,English,Pop,Documentary,2000s,
TB,7,15,,Louis Theroux: Law and Disorder in Philadelphia,,Television,,Emma Cooper,,,,,,,,,
TB,7,15,,The Most Hated Family in America,,Television,,Geoffrey O'Connor,,,,,,,,,
TB,7,15,,Louis Theroux's Weird Weekends: Boer Separatists,,Television,,Kate Townsend,,,,,,,,,
TB,7,10,,Louis Theroux's Weird Weekends: Looking for Love,,Television,,Catey Sexton,,,,,,,,,
TB,7,10,,Planet Earth,,Television,,Alastair Fothergill,,,,,,,,,
TB,7,10,,Planet Earth II,,Television,,Elizabeth White,,,,,,,,,
TB,7,10,,Planet Earth,,Television,,Alastair Fothergill,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,8,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,9,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,
TB,10,,,,,,,,,,,,,,,,